Category,Item,ItemType,SuggestedVerbKeysTop,SuggestedVerbLabelsTop,SuggestedVerbKeysMore,SuggestedVerbLabelsMore,SuggestedLocationCategoryNames,SuggestedLocationQuickPickKeys,SuggestedLocationQuickPickLabels,MatchedOverrideRules
"Electrical - Power, Starting & Charging",Battery Box,PART,test|measure|replace|install|connect|disconnect|clean|diagnose|inspect|repair|remove|secure|trace|wire|rewire,Test|Measure|Replace|Install|Connect|Disconnect|Clean|Diagnose|Inspect|Repair|Remove|Secure|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,Truck / Tractor Areas|General Orientation|Cab & Interior|Body / Upfit,truck_battery_box|general|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,Battery Box|General|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,KW060
"Electrical - Power, Starting & Charging",Battery Cable,PART,test|measure|replace|install|connect|disconnect|clean|diagnose|inspect|repair|remove|secure|trace|wire|rewire,Test|Measure|Replace|Install|Connect|Disconnect|Clean|Diagnose|Inspect|Repair|Remove|Secure|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,Truck / Tractor Areas|General Orientation|Cab & Interior|Body / Upfit,truck_battery_box|general|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,Battery Box|General|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,KW060
"Electrical - Power, Starting & Charging",Battery Disconnect Switch,PART,test|measure|replace|install|connect|disconnect|clean|diagnose|inspect|repair|remove|secure|trace|wire|rewire,Test|Measure|Replace|Install|Connect|Disconnect|Clean|Diagnose|Inspect|Repair|Remove|Secure|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,Truck / Tractor Areas|General Orientation|Cab & Interior|Body / Upfit,truck_battery_box|general|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,Battery Box|General|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,KW060
"Electrical - Power, Starting & Charging",Battery Hold-Down,PART,test|measure|replace|install|connect|disconnect|clean|diagnose|inspect|repair|remove|secure|trace|wire|rewire,Test|Measure|Replace|Install|Connect|Disconnect|Clean|Diagnose|Inspect|Repair|Remove|Secure|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,Truck / Tractor Areas|General Orientation|Cab & Interior|Body / Upfit,truck_battery_box|general|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,Battery Box|General|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,KW060
"Electrical - Power, Starting & Charging",Battery Load Test,SERVICE,test|measure|replace|install|connect|disconnect|clean|diagnose|inspect|repair|remove|secure|trace|wire|rewire,Test|Measure|Replace|Install|Connect|Disconnect|Clean|Diagnose|Inspect|Repair|Remove|Secure|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,Truck / Tractor Areas|General Orientation|Cab & Interior|Body / Upfit,truck_battery_box|general|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,Battery Box|General|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,KW060
"Electrical - Power, Starting & Charging",Battery Terminal,PART,test|measure|replace|install|connect|disconnect|clean|diagnose|inspect|repair|remove|secure|trace|wire|rewire,Test|Measure|Replace|Install|Connect|Disconnect|Clean|Diagnose|Inspect|Repair|Remove|Secure|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,Truck / Tractor Areas|General Orientation|Cab & Interior|Body / Upfit,truck_battery_box|general|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,Battery Box|General|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,KW060
"Electrical - Power, Starting & Charging",Circuit Breaker,PART,diagnose|inspect|test|measure|replace|repair|install|remove|connect|disconnect|secure|clean|trace|wire|rewire,Diagnose|Inspect|Test|Measure|Replace|Repair|Install|Remove|Connect|Disconnect|Secure|Clean|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,General Orientation|Truck / Tractor Areas|Cab & Interior|Body / Upfit,general|truck_battery_box|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,General|Battery Box|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,
"Electrical - Power, Starting & Charging",Electrical Connector / Pigtail,PART,diagnose|inspect|test|measure|replace|repair|install|remove|connect|disconnect|secure|clean|trace|wire|rewire,Diagnose|Inspect|Test|Measure|Replace|Repair|Install|Remove|Connect|Disconnect|Secure|Clean|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,General Orientation|Truck / Tractor Areas|Cab & Interior|Body / Upfit,general|truck_battery_box|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,General|Battery Box|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,
"Electrical - Power, Starting & Charging",Fuse,PART,diagnose|inspect|test|measure|replace|repair|install|remove|connect|disconnect|secure|clean|trace|wire|rewire,Diagnose|Inspect|Test|Measure|Replace|Repair|Install|Remove|Connect|Disconnect|Secure|Clean|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,General Orientation|Truck / Tractor Areas|Cab & Interior|Body / Upfit,general|truck_battery_box|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,General|Battery Box|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,
"Electrical - Power, Starting & Charging",Fuse Block / Junction Box,PART,diagnose|inspect|test|measure|replace|repair|install|remove|connect|disconnect|secure|clean|trace|wire|rewire,Diagnose|Inspect|Test|Measure|Replace|Repair|Install|Remove|Connect|Disconnect|Secure|Clean|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,General Orientation|Truck / Tractor Areas|Cab & Interior|Body / Upfit,general|truck_battery_box|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,General|Battery Box|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,
"Electrical - Power, Starting & Charging",Fusible Link,PART,diagnose|inspect|test|measure|replace|repair|install|remove|connect|disconnect|secure|clean|trace|wire|rewire,Diagnose|Inspect|Test|Measure|Replace|Repair|Install|Remove|Connect|Disconnect|Secure|Clean|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,General Orientation|Truck / Tractor Areas|Cab & Interior|Body / Upfit,general|truck_battery_box|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,General|Battery Box|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,
"Electrical - Power, Starting & Charging",Ground Strap,PART,diagnose|inspect|test|measure|replace|repair|install|remove|connect|disconnect|secure|clean|trace|wire|rewire,Diagnose|Inspect|Test|Measure|Replace|Repair|Install|Remove|Connect|Disconnect|Secure|Clean|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,General Orientation|Truck / Tractor Areas|Cab & Interior|Body / Upfit,general|truck_battery_box|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,General|Battery Box|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,
"Electrical - Power, Starting & Charging",Ignition Switch,PART,diagnose|inspect|test|measure|replace|repair|install|remove|connect|disconnect|secure|clean|trace|wire|rewire,Diagnose|Inspect|Test|Measure|Replace|Repair|Install|Remove|Connect|Disconnect|Secure|Clean|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,General Orientation|Truck / Tractor Areas|Cab & Interior|Body / Upfit,general|truck_battery_box|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,General|Battery Box|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,
"Electrical - Power, Starting & Charging",Inverter (12V/24V),PART,diagnose|inspect|test|measure|replace|repair|install|remove|connect|disconnect|secure|clean|trace|wire|rewire,Diagnose|Inspect|Test|Measure|Replace|Repair|Install|Remove|Connect|Disconnect|Secure|Clean|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,General Orientation|Truck / Tractor Areas|Cab & Interior|Body / Upfit,general|truck_battery_box|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,General|Battery Box|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,
"Electrical - Power, Starting & Charging",Jump Start Service,SERVICE,diagnose|inspect|test|measure|replace|repair|install|remove|connect|disconnect|secure|clean|trace|wire|rewire,Diagnose|Inspect|Test|Measure|Replace|Repair|Install|Remove|Connect|Disconnect|Secure|Clean|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,General Orientation|Truck / Tractor Areas|Cab & Interior|Body / Upfit,general|truck_battery_box|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,General|Battery Box|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,
"Electrical - Power, Starting & Charging",Power Distribution Module,PART,diagnose|inspect|test|measure|replace|repair|install|remove|connect|disconnect|secure|clean|trace|wire|rewire,Diagnose|Inspect|Test|Measure|Replace|Repair|Install|Remove|Connect|Disconnect|Secure|Clean|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,General Orientation|Truck / Tractor Areas|Cab & Interior|Body / Upfit,general|truck_battery_box|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,General|Battery Box|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,
"Electrical - Power, Starting & Charging",Remote Jump Start Stud,PART,diagnose|inspect|test|measure|replace|repair|install|remove|connect|disconnect|secure|clean|trace|wire|rewire,Diagnose|Inspect|Test|Measure|Replace|Repair|Install|Remove|Connect|Disconnect|Secure|Clean|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,General Orientation|Truck / Tractor Areas|Cab & Interior|Body / Upfit,general|truck_battery_box|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,General|Battery Box|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,
"Electrical - Power, Starting & Charging",Start / Stop Switch,PART,diagnose|inspect|test|measure|replace|repair|install|remove|connect|disconnect|secure|clean|trace|wire|rewire,Diagnose|Inspect|Test|Measure|Replace|Repair|Install|Remove|Connect|Disconnect|Secure|Clean|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,General Orientation|Truck / Tractor Areas|Cab & Interior|Body / Upfit,general|truck_battery_box|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,General|Battery Box|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,
"Electrical - Power, Starting & Charging",Starter,PART,test|measure|replace|install|repair|diagnose|inspect|remove|connect|disconnect|secure|clean|trace|wire|rewire,Test|Measure|Replace|Install|Repair|Diagnose|Inspect|Remove|Connect|Disconnect|Secure|Clean|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,Truck / Tractor Areas|General Orientation|Cab & Interior|Body / Upfit,truck_underbody|truck_engine_compartment|general|truck_battery_box|truck_cab_interior|truck_frame_left|truck_frame_right,Underbody|Engine Compartment|General|Battery Box|Cab - Interior|Frame - Left Rail|Frame - Right Rail,KW062
"Electrical - Power, Starting & Charging",Starter Cable,PART,test|measure|replace|install|repair|diagnose|inspect|remove|connect|disconnect|secure|clean|trace|wire|rewire,Test|Measure|Replace|Install|Repair|Diagnose|Inspect|Remove|Connect|Disconnect|Secure|Clean|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,Truck / Tractor Areas|General Orientation|Cab & Interior|Body / Upfit,truck_underbody|truck_engine_compartment|general|truck_battery_box|truck_cab_interior|truck_frame_left|truck_frame_right,Underbody|Engine Compartment|General|Battery Box|Cab - Interior|Frame - Left Rail|Frame - Right Rail,KW062
"Electrical - Power, Starting & Charging",Starter Relay,PART,test|measure|replace|install|repair|diagnose|inspect|remove|connect|disconnect|secure|clean|trace|wire|rewire,Test|Measure|Replace|Install|Repair|Diagnose|Inspect|Remove|Connect|Disconnect|Secure|Clean|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,Truck / Tractor Areas|General Orientation|Cab & Interior|Body / Upfit,truck_underbody|truck_engine_compartment|general|truck_battery_box|truck_cab_interior|truck_frame_left|truck_frame_right,Underbody|Engine Compartment|General|Battery Box|Cab - Interior|Frame - Left Rail|Frame - Right Rail,KW062
"Electrical - Power, Starting & Charging",Starter Solenoid,PART,test|measure|replace|install|repair|diagnose|inspect|remove|connect|disconnect|secure|clean|trace|wire|rewire,Test|Measure|Replace|Install|Repair|Diagnose|Inspect|Remove|Connect|Disconnect|Secure|Clean|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,Truck / Tractor Areas|General Orientation|Cab & Interior|Body / Upfit,truck_underbody|truck_engine_compartment|general|truck_battery_box|truck_cab_interior|truck_frame_left|truck_frame_right,Underbody|Engine Compartment|General|Battery Box|Cab - Interior|Frame - Left Rail|Frame - Right Rail,KW062
"Electrical - Power, Starting & Charging",Voltage Regulator,PART,diagnose|inspect|test|measure|replace|repair|install|remove|connect|disconnect|secure|clean|trace|wire|rewire,Diagnose|Inspect|Test|Measure|Replace|Repair|Install|Remove|Connect|Disconnect|Secure|Clean|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,General Orientation|Truck / Tractor Areas|Cab & Interior|Body / Upfit,general|truck_battery_box|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,General|Battery Box|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,
"Electrical - Power, Starting & Charging",Wiring Harness,PART,diagnose|inspect|test|measure|replace|repair|install|remove|connect|disconnect|secure|clean|trace|wire|rewire,Diagnose|Inspect|Test|Measure|Replace|Repair|Install|Remove|Connect|Disconnect|Secure|Clean|Trace|Wire|Rewire,tighten|torque|verify,Tighten|Torque|Verify,General Orientation|Truck / Tractor Areas|Cab & Interior|Body / Upfit,general|truck_battery_box|truck_engine_compartment|truck_cab_interior|truck_frame_left|truck_frame_right,General|Battery Box|Engine Compartment|Cab - Interior|Frame - Left Rail|Frame - Right Rail,
Engine - Mechanical,Camshaft,PART,diagnose|inspect|test|measure|replace|repair|rebuild|service|seal|torque|clean|lubricate|overhaul|refurbish|modify,Diagnose|Inspect|Test|Measure|Replace|Repair|Rebuild|Service|Seal|Torque|Clean|Lubricate|Overhaul|Refurbish|Modify,machine|tighten,Machine|Tighten,General Orientation|Truck / Tractor Areas,general|truck_engine_compartment|truck_underhood|truck_underbody|truck_front_bumper,General|Engine Compartment|Underhood|Underbody|Front Bumper,
Engine - Mechanical,Camshaft Bearings,PART,diagnose|inspect|test|measure|replace|repair|rebuild|service|seal|torque|clean|lubricate|overhaul|refurbish|modify,Diagnose|Inspect|Test|Measure|Replace|Repair|Rebuild|Service|Seal|Torque|Clean|Lubricate|Overhaul|Refurbish|Modify,machine|tighten,Machine|Tighten,General Orientation|Truck / Tractor Areas,general|truck_engine_compartment|truck_underhood|truck_underbody|truck_front_bumper,General|Engine Compartment|Underhood|Underbody|Front Bumper,
Engine - Mechanical,Connecting Rod,PART,diagnose|inspect|test|measure|replace|repair|rebuild|service|seal|torque|clean|lubricate|overhaul|refurbish|modify,Diagnose|Inspect|Test|Measure|Replace|Repair|Rebuild|Service|Seal|Torque|Clean|Lubricate|Overhaul|Refurbish|Modify,machine|tighten,Machine|Tighten,General Orientation|Truck / Tractor Areas,general|truck_engine_compartment|truck_underhood|truck_underbody|truck_front_bumper,General|Engine Compartment|Underhood|Underbody|Front Bumper,
Engine - Mechanical,Connecting Rod Bearings,PART,diagnose|inspect|test|measure|replace|repair|rebuild|service|seal|torque|clean|lubricate|overhaul|refurbish|modify,Diagnose|Inspect|Test|Measure|Replace|Repair|Rebuild|Service|Seal|Torque|Clean|Lubricate|Overhaul|Refurbish|Modify,machine|tighten,Machine|Tighten,General Orientation|Truck / Tractor Areas,general|truck_engine_compartment|truck_underhood|truck_underbody|truck_front_bumper,General|Engine Compartment|Underhood|Underbody|Front Bumper,
Engine - Mechanical,Crankcase Breather,PART,diagnose|inspect|test|measure|replace|repair|rebuild|service|seal|torque|clean|lubricate|overhaul|refurbish|modify,Diagnose|Inspect|Test|Measure|Replace|Repair|Rebuild|Service|Seal|Torque|Clean|Lubricate|Overhaul|Refurbish|Modify,machine|tighten,Machine|Tighten,General Orientation|Truck / Tractor Areas,general|truck_engine_compartment|truck_underhood|truck_underbody|truck_front_bumper,General|Engine Compartment|Underhood|Underbody|Front Bumper,
Engine - Mechanical,Crankshaft,PART,diagnose|inspect|test|measure|replace|repair|rebuild|service|seal|torque|clean|lubricate|overhaul|refurbish|modify,Diagnose|Inspect|Test|Measure|Replace|Repair|Rebuild|Service|Seal|Torque|Clean|Lubricate|Overhaul|Refurbish|Modify,machine|tighten,Machine|Tighten,General Orientation|Truck / Tractor Areas,general|truck_engine_compartment|truck_underhood|truck_underbody|truck_front_bumper,General|Engine Compartment|Underhood|Underbody|Front Bumper,
Engine - Mechanical,Cylinder Block,PART,diagnose|inspect|test|measure|replace|repair|rebuild|service|seal|torque|clean|lubricate|overhaul|refurbish|modify,Diagnose|Inspect|Test|Measure|Replace|Repair|Rebuild|Service|Seal|Torque|Clean|Lubricate|Overhaul|Refurbish|Modify,machine|tighten,Machine|Tighten,General Orientation|Truck / Tractor Areas,general|truck_engine_compartment|truck_underhood|truck_underbody|truck_front_bumper,General|Engine Compartment|Underhood|Underbody|Front Bumper,
